id,loan_status
58645,0.9911746
58646,0.732153
58647,0.98532027
58648,0.9232947
58649,0.46302107
58650,0.99352986
58651,0.33710334
58652,0.020730188
58653,0.96572125
58654,0.23824422
58655,0.8869761
58656,0.51405346
58657,0.37620255
58658,0.13465849
58659,0.3045986
58660,0.99346966
58661,0.10226915
58662,0.9727438
58663,0.8962002
58664,0.81898236
58665,0.25538674
58666,0.07327117
58667,0.019472165
58668,0.22739083
58669,0.0358353
58670,0.05313685
58671,0.48629925
58672,0.37141016
58673,0.96721756
58674,0.08047554
58675,0.06563937
58676,0.3303605
58677,0.21988796
58678,0.0050291657
58679,0.9980622
58680,0.9933516
58681,0.9898832
58682,0.0131766535
58683,0.99691826
58684,0.9677119
58685,0.6121728
58686,0.9995082
58687,0.9871086
58688,0.17215724
58689,0.346883
58690,0.590265
58691,0.028991783
58692,0.33085945
58693,0.04730882
58694,0.9578074
58695,0.9859336
58696,0.51319134
58697,0.611869
58698,0.30184242
58699,0.37786558
58700,0.13386172
58701,0.93885875
58702,0.74889326
58703,0.9999478
58704,0.16156437
58705,0.8081716
58706,0.74000746
58707,0.12256443
58708,0.7918978
58709,0.9915732
58710,0.9978046
58711,0.94008875
58712,0.52738667
58713,0.00893575
58714,0.31086025
58715,0.868466
58716,0.35739398
58717,0.050386064
58718,0.5099166
58719,0.027220339
58720,0.44308016
58721,0.51383734
58722,0.73072183
58723,0.45429844
58724,0.19551958
58725,0.089737944
58726,0.14305872
58727,0.87314427
58728,0.49289
58729,0.08458318
58730,0.96590364
58731,0.9791344
58732,0.47225016
58733,0.21233651
58734,0.06274288
58735,0.15901327
58736,0.10485715
58737,0.07151216
58738,0.99498624
58739,0.99379605
58740,0.9867572
58741,0.7411756
58742,0.03948174
58743,0.28433648
58744,0.037082464
58745,0.21905102
58746,0.24757566
58747,0.003947769
58748,0.20692788
58749,0.30310696
58750,0.17112586
58751,0.9989715
58752,0.9908974
58753,0.05131353
58754,0.57260835
58755,0.9735097
58756,0.11008838
58757,0.8100489
58758,0.028597737
58759,0.25323057
58760,0.43986806
58761,0.28749102
58762,0.9893598
58763,0.99846494
58764,0.02792442
58765,0.30955997
58766,0.17493238
58767,0.99776894
58768,0.9968965
58769,0.32356548
58770,0.5421418
58771,0.53312594
58772,0.3855203
58773,0.1524343
58774,0.59505004
58775,0.9969891
58776,0.9341672
58777,0.055914216
58778,0.16130285
58779,0.1419286
58780,0.19895421
58781,0.036104098
58782,0.1045302
58783,0.39400303
58784,0.15392315
58785,0.035712942
58786,0.10288567
58787,0.99698865
58788,0.49460727
58789,0.99414694
58790,0.5493989
58791,0.25731352
58792,0.2592292
58793,0.47591263
58794,0.23765935
58795,0.91241187
58796,0.18643421
58797,0.12557639
58798,0.99708956
58799,0.8529893
58800,0.9972122
58801,0.06431207
58802,0.9995111
58803,0.44041935
58804,0.99509245
58805,0.9288911
58806,0.38425595
58807,0.056243125
58808,0.98202115
58809,0.9999018
58810,0.98092514
58811,0.07490525
58812,0.3940239
58813,0.9194833
58814,0.12602739
58815,0.03653013
58816,0.7031503
58817,0.032886904
58818,0.9986513
58819,0.17470641
58820,0.20524035
58821,0.8700646
58822,0.08854802
58823,0.17281601
58824,0.10351455
58825,0.050964154
58826,0.7321334
58827,0.9989523
58828,0.24154437
58829,0.3813976
58830,0.07417019
58831,0.44055164
58832,0.41549006
58833,0.043163385
58834,0.0065207593
58835,0.99819
58836,0.29833058
58837,0.9967036
58838,0.167687
58839,0.04748792
58840,0.24248315
58841,0.9696273
58842,0.3205867
58843,0.4625977
58844,0.5124214
58845,0.7948587
58846,0.14815241
58847,0.99828047
58848,0.8530701
58849,0.9344165
58850,0.9971964
58851,0.6255019
58852,0.4231658
58853,0.99844027
58854,0.97875834
58855,0.99702775
58856,0.06335044
58857,0.7031037
58858,0.99243563
58859,0.17321712
58860,0.06995693
58861,0.6136046
58862,0.67980474
58863,0.8366845
58864,0.36257163
58865,0.30554095
58866,0.31109926
58867,0.13236889
58868,0.13940756
58869,0.050228965
58870,0.9276685
58871,0.027462678
58872,0.18887097
58873,0.08803891
58874,0.9983383
58875,0.04200541
58876,0.06042963
58877,0.13134496
58878,0.094713464
58879,0.9627022
58880,0.21895567
58881,0.14819127
58882,0.016698258
58883,0.9797806
58884,0.9909221
58885,0.90090454
58886,0.5797581
58887,0.9984756
58888,0.6186354
58889,0.9980478
58890,0.9939816
58891,0.92338014
58892,0.46533465
58893,0.047563866
58894,0.14282084
58895,0.014913745
58896,0.045523737
58897,0.20651719
58898,0.11223235
58899,0.996455
58900,0.43665358
58901,0.35211834
58902,0.7608426
58903,0.43484098
58904,0.8849225
58905,0.036182255
58906,0.5212635
58907,0.5835049
58908,0.008839931
58909,0.5381867
58910,0.03353959
58911,0.07336025
58912,0.62878597
58913,0.2964446
58914,0.017039726
58915,0.45902413
58916,0.13007322
58917,0.5332767
58918,0.2635372
58919,0.96018034
58920,0.87384075
58921,0.09819801
58922,0.342272
58923,0.036701262
58924,0.18972558
58925,0.8446867
58926,0.087882005
58927,0.675921
58928,0.45032573
58929,0.06162955
58930,0.097203076
58931,0.9986292
58932,0.99279964
58933,0.17313173
58934,0.34142983
58935,0.10316386
58936,0.1923443
58937,0.53281665
58938,0.21030726
58939,0.9579044
58940,0.18855505
58941,0.9970496
58942,0.99256974
58943,0.9575901
58944,0.7423661
58945,0.3229439
58946,0.64594275
58947,0.93059134
58948,0.03513899
58949,0.023303362
58950,0.3519781
58951,0.34658
58952,0.06877786
58953,0.46659386
58954,0.9970681
58955,0.3378972
58956,0.12717335
58957,0.9995159
58958,0.99778193
58959,0.14268051
58960,0.092621334
58961,0.02947728
58962,0.31214568
58963,0.15391049
58964,0.38128644
58965,0.44657403
58966,0.14089209
58967,0.16964293
58968,0.11810094
58969,0.9996789
58970,0.3343495
58971,0.5118307
58972,0.059232287
58973,0.99329424
58974,0.130976
58975,0.44158044
58976,0.9991
58977,0.15902054
58978,0.100684024
58979,0.9617214
58980,0.13253655
58981,0.11116742
58982,0.04404265
58983,0.040666945
58984,0.17494142
58985,0.72466975
58986,0.9973019
58987,0.060962126
58988,0.15389231
58989,0.23744701
58990,0.34008873
58991,0.068842195
58992,0.09805624
58993,0.47928977
58994,0.055009056
58995,0.999501
58996,0.68389213
58997,0.93365586
58998,0.0065418393
58999,0.16095968
59000,0.8818213
59001,0.99538875
59002,0.11278439
59003,0.5359893
59004,0.6892582
59005,0.80085766
59006,0.38573334
59007,0.14313036
59008,0.9993923
59009,0.10791705
59010,0.11183358
59011,0.98767716
59012,0.39899117
59013,0.76765907
59014,0.08419842
59015,0.5771241
59016,0.43062386
59017,0.14692684
59018,0.36789757
59019,0.43665615
59020,0.13695587
59021,0.122335486
59022,0.9976096
59023,0.99269575
59024,0.08991857
59025,0.9925113
59026,0.9694524
59027,0.09580814
59028,0.514115
59029,0.9499314
59030,0.96656203
59031,0.09707965
59032,0.54205954
59033,0.22888112
59034,0.41860148
59035,0.18458085
59036,0.99996656
59037,0.52134347
59038,0.052569874
59039,0.10294523
59040,0.03060581
59041,0.9960792
59042,0.7564373
59043,0.9986676
59044,0.3494941
59045,0.008636352
59046,0.7589755
59047,0.36165795
59048,0.6864518
59049,0.4505856
59050,0.0432382
59051,0.32895544
59052,0.028159842
59053,0.12063481
59054,0.05945007
59055,0.36889786
59056,0.03197868
59057,0.95174783
59058,0.014869195
59059,0.9992394
59060,0.08598169
59061,0.99457616
59062,0.38113233
59063,0.094584
59064,0.123654775
59065,0.16294847
59066,0.99261516
59067,0.055391286
59068,0.07735441
59069,0.100254126
59070,0.004715846
59071,0.32771036
59072,0.23366593
59073,0.9993689
59074,0.804417
59075,0.9456231
59076,0.2473201
59077,0.99979824
59078,0.49468958
59079,0.14078791
59080,0.32782337
59081,0.2957896
59082,0.38508862
59083,0.004503631
59084,0.083060116
59085,0.5048238
59086,0.554564
59087,0.1915555
59088,0.8458437
59089,0.4540083
59090,0.42504576
59091,0.048268344
59092,0.44200674
