id,loan_status
58645,0.99528104
58646,0.14040138
58647,0.9933115
58648,0.6624539
58649,0.44986382
58650,0.9953159
58651,0.074689016
58652,0.04012428
58653,0.9836175
58654,0.42487818
58655,0.42707074
58656,0.58186746
58657,0.6122818
58658,0.077212
58659,0.39655626
58660,0.99400693
58661,0.35597134
58662,0.06767137
58663,0.87196314
58664,0.112287894
58665,0.68059516
58666,0.12482806
58667,0.03563029
58668,0.046097342
58669,0.11003933
58670,0.038277086
58671,0.6853663
58672,0.108343564
58673,0.98570794
58674,0.054599743
58675,0.32975364
58676,0.6698095
58677,0.974483
58678,0.035279226
58679,0.9855827
58680,0.9953422
58681,0.7953062
58682,0.036427
58683,0.6607868
58684,0.43638912
58685,0.8198956
58686,0.27879372
58687,0.9948979
58688,0.039059725
58689,0.84208345
58690,0.11505633
58691,0.6388645
58692,0.775975
58693,0.04028011
58694,0.19306622
58695,0.70483804
58696,0.25274757
58697,0.5626203
58698,0.18604347
58699,0.2457549
58700,0.037135936
58701,0.068959646
58702,0.65275866
58703,0.99151593
58704,0.68616784
58705,0.9790499
58706,0.37822372
58707,0.33457804
58708,0.63372624
58709,0.99469614
58710,0.21157627
58711,0.9853095
58712,0.16859008
58713,0.037371792
58714,0.2775753
58715,0.08656348
58716,0.18286058
58717,0.30835667
58718,0.6194991
58719,0.034910884
58720,0.040407985
58721,0.65081865
58722,0.8139994
58723,0.16943546
58724,0.2026134
58725,0.33055052
58726,0.23418608
58727,0.98676246
58728,0.62738
58729,0.040579043
58730,0.30264533
58731,0.19958088
58732,0.19225815
58733,0.0378227
58734,0.06923812
58735,0.27298528
58736,0.47749832
58737,0.580333
58738,0.99357605
58739,0.9942209
58740,0.9034514
58741,0.53325176
58742,0.048971318
58743,0.30984023
58744,0.049326554
58745,0.05257562
58746,0.671768
58747,0.044464193
58748,0.08463256
58749,0.61494935
58750,0.34947902
58751,0.99338996
58752,0.99530846
58753,0.13209677
58754,0.46152765
58755,0.9894279
58756,0.08109496
58757,0.20600922
58758,0.03774739
58759,0.03738602
58760,0.03729039
58761,0.17465521
58762,0.08969465
58763,0.9953557
58764,0.050137743
58765,0.6034068
58766,0.24227455
58767,0.1573954
58768,0.9952822
58769,0.19287038
58770,0.3562652
58771,0.51093066
58772,0.49542466
58773,0.11821973
58774,0.13587648
58775,0.9953207
58776,0.90707546
58777,0.35290816
58778,0.1418081
58779,0.37157062
58780,0.08354424
58781,0.055104654
58782,0.050271574
58783,0.563208
58784,0.12921827
58785,0.03688496
58786,0.4719029
58787,0.99531007
58788,0.70478
58789,0.99225295
58790,0.4323619
58791,0.2851621
58792,0.040260814
58793,0.93921703
58794,0.09151406
58795,0.9927255
58796,0.26773363
58797,0.58184206
58798,0.99490625
58799,0.5390309
58800,0.25191432
58801,0.053385574
58802,0.9952617
58803,0.6760211
58804,0.9950061
58805,0.9113923
58806,0.77909315
58807,0.037373994
58808,0.1521119
58809,0.9952577
58810,0.9945059
58811,0.47229537
58812,0.4075414
58813,0.07489039
58814,0.6182226
58815,0.11511635
58816,0.65374804
58817,0.035741035
58818,0.43363836
58819,0.15906912
58820,0.09113667
58821,0.29532257
58822,0.28542647
58823,0.42743263
58824,0.6028836
58825,0.04741371
58826,0.6975801
58827,0.47396678
58828,0.13045447
58829,0.68395495
58830,0.4186023
58831,0.9562386
58832,0.375056
58833,0.06761558
58834,0.07279504
58835,0.99534017
58836,0.3497692
58837,0.99499303
58838,0.053554293
58839,0.041431103
58840,0.94982195
58841,0.987524
58842,0.065917075
58843,0.16975619
58844,0.22735299
58845,0.21619502
58846,0.03753143
58847,0.99534744
58848,0.9079672
58849,0.9853566
58850,0.40549228
58851,0.79335475
58852,0.54352844
58853,0.40700647
58854,0.99534947
58855,0.9924231
58856,0.04713189
58857,0.7246289
58858,0.993558
58859,0.22501133
58860,0.06961513
58861,0.809692
58862,0.80714524
58863,0.9833248
58864,0.30160218
58865,0.7933904
58866,0.18096922
58867,0.03661358
58868,0.064205
58869,0.25681567
58870,0.97641766
58871,0.0371748
58872,0.3894926
58873,0.62347513
58874,0.99535024
58875,0.08133462
58876,0.08036887
58877,0.07712578
58878,0.5037412
58879,0.12796667
58880,0.052813217
58881,0.06115936
58882,0.06671048
58883,0.5927745
58884,0.9949089
58885,0.45590973
58886,0.057856757
58887,0.99534786
58888,0.73229766
58889,0.9953505
58890,0.9895344
58891,0.5082154
58892,0.19143136
58893,0.052453715
58894,0.06509835
58895,0.03588152
58896,0.19233297
58897,0.7255982
58898,0.8032236
58899,0.9951497
58900,0.22636597
58901,0.3169083
58902,0.36856988
58903,0.059852812
58904,0.5187198
58905,0.036973435
58906,0.73602283
58907,0.32020852
58908,0.0362854
58909,0.9871223
58910,0.038702097
58911,0.15154344
58912,0.074850135
58913,0.45185593
58914,0.055674426
58915,0.20495287
58916,0.16708061
58917,0.8119712
58918,0.19960038
58919,0.34230313
58920,0.98834956
58921,0.03986836
58922,0.41781336
58923,0.038063902
58924,0.2872263
58925,0.1343975
58926,0.2756778
58927,0.35166517
58928,0.7948448
58929,0.050044354
58930,0.29231516
58931,0.99534553
58932,0.8221901
58933,0.98874915
58934,0.7154118
58935,0.22286128
58936,0.39984778
58937,0.2211905
58938,0.9756733
58939,0.11893326
58940,0.16744536
58941,0.9953537
58942,0.9953503
58943,0.04015607
58944,0.44555977
58945,0.70841074
58946,0.3945239
58947,0.079120696
58948,0.12792803
58949,0.10686352
58950,0.67309964
58951,0.3134366
58952,0.10636458
58953,0.10782135
58954,0.99529284
58955,0.74574655
58956,0.04158562
58957,0.99535424
58958,0.99532765
58959,0.1174175
58960,0.24685745
58961,0.037046112
58962,0.56208366
58963,0.9410261
58964,0.40608668
58965,0.16277212
58966,0.14257532
58967,0.08574969
58968,0.042876434
58969,0.99390954
58970,0.09083723
58971,0.6217936
58972,0.08068327
58973,0.9953463
58974,0.5177697
58975,0.745504
58976,0.3660827
58977,0.28116143
58978,0.20674807
58979,0.80568546
58980,0.2597316
58981,0.07407769
58982,0.06382143
58983,0.03588864
58984,0.062682204
58985,0.2567647
58986,0.99532485
58987,0.04019172
58988,0.2477183
58989,0.31535423
58990,0.10992485
58991,0.36822072
58992,0.36037087
58993,0.045901608
58994,0.4861247
58995,0.99531555
58996,0.68538696
58997,0.97647107
58998,0.034727123
58999,0.26531094
59000,0.6373387
59001,0.994675
59002,0.44559643
59003,0.59684116
59004,0.6252072
59005,0.06552074
59006,0.12922262
59007,0.18404359
59008,0.99534637
59009,0.09075643
59010,0.09426707
59011,0.08411579
59012,0.040033367
59013,0.27771172
59014,0.123223215
59015,0.7593925
59016,0.26052397
59017,0.2971838
59018,0.82064134
59019,0.041480936
59020,0.06738812
59021,0.15246451
59022,0.58844894
59023,0.9953552
59024,0.17882204
59025,0.9950831
59026,0.7154933
59027,0.08028077
59028,0.809489
59029,0.54012775
59030,0.116967134
59031,0.9146184
59032,0.934678
59033,0.46822315
59034,0.7369164
59035,0.07902739
59036,0.9922971
59037,0.62733865
59038,0.3352121
59039,0.11773008
59040,0.063135095
59041,0.18671864
59042,0.73685133
59043,0.9953556
59044,0.040636975
59045,0.12492124
59046,0.7774205
59047,0.51726484
59048,0.11487206
59049,0.33758333
59050,0.18797345
59051,0.47266397
59052,0.035136122
59053,0.037194617
59054,0.08332614
59055,0.6314391
59056,0.036389593
59057,0.9227502
59058,0.035105202
59059,0.12120409
59060,0.25724167
59061,0.10385182
59062,0.4149367
59063,0.04879369
59064,0.23187372
59065,0.04119603
59066,0.9950417
59067,0.036351826
59068,0.31093034
59069,0.14181806
59070,0.03901032
59071,0.40758705
59072,0.50393295
59073,0.9952591
59074,0.31703347
59075,0.48363596
59076,0.14055432
59077,0.99413204
59078,0.5771913
59079,0.48850572
59080,0.1372042
59081,0.118761435
59082,0.9600998
59083,0.039889134
59084,0.076116644
59085,0.4662891
59086,0.7323334
59087,0.31453398
59088,0.6635224
59089,0.39311743
59090,0.8168949
59091,0.036724493
59092,0.3367041
59093,0.23345064
59094,0.058495086
59095,0.03805881
59096,0.99534696
59097,0.99480647
59098,0.9286673
59099,0.11366453
59100,0.05490105
59101,0.1535764
59102,0.1415305
59103,0.34861925
59104,0.041881356
59105,0.49837738
59106,0.0656621
59107,0.53785694
59108,0.50870514
59109,0.4783667
59110,0.10714516
59111,0.09139324
59112,0.55494714
59113,0.9953518
59114,0.5836325
59115,0.56187725
59116,0.04704238
59117,0.11811118
59118,0.48803955
59119,0.38255897
59120,0.03714231
59121,0.042568333
59122,0.99082434
59123,0.9953366
59124,0.9380235
59125,0.46662003
59126,0.9953159
59127,0.35093296
59128,0.7481532
59129,0.12457834
59130,0.18051243
59131,0.35305867
59132,0.7884122
59133,0.95926565
59134,0.40326533
59135,0.036844105
59136,0.03936768
59137,0.39477843
59138,0.41137213
59139,0.03499712
59140,0.660612
59141,0.9953267
59142,0.78278273
59143,0.99037033
59144,0.085965194
59145,0.53586614
59146,0.85842246
59147,0.10601459
59148,0.28304672
59149,0.27973804
59150,0.26293978
59151,0.6430771
59152,0.6625662
59153,0.2031742
59154,0.57413477
59155,0.6912167
59156,0.99518526
59157,0.050500162
59158,0.54897064
59159,0.1236432
59160,0.42151657
59161,0.22717069
59162,0.120717704
59163,0.4574326
59164,0.15984842
59165,0.9908968
59166,0.102177806
59167,0.59385663
59168,0.746365
59169,0.9953404
59170,0.9750832
59171,0.06218498
59172,0.13564457
59173,0.1589282
59174,0.088276245
59175,0.32399753
59176,0.4279592
59177,0.06438824
59178,0.052958317
59179,0.043250065
59180,0.90660506
59181,0.86598766
59182,0.9953384
59183,0.16215967
59184,0.6149084
59185,0.9818125
59186,0.45303747
59187,0.19260535
59188,0.9796939
59189,0.18253437
59190,0.1252161
59191,0.18713024
59192,0.35892776
59193,0.048719436
59194,0.5855507
59195,0.19486746
59196,0.31319296
59197,0.5779209
59198,0.57741445
59199,0.035501488
59200,0.99494857
59201,0.083264425
59202,0.045689892
59203,0.99496466
59204,0.18985304
59205,0.050342333
59206,0.1951816
59207,0.07958328
59208,0.23145668
59209,0.17783044
59210,0.3897571
59211,0.99528867
59212,0.46611378
59213,0.98925114
59214,0.07404852
59215,0.076207794
59216,0.9951835
59217,0.05502186
59218,0.1223109
59219,0.06656334
59220,0.96395606
59221,0.9908285
59222,0.07643311
59223,0.58646554
59224,0.8641005
59225,0.056377273
59226,0.046022415
59227,0.9786865
59228,0.64546674
59229,0.15090865
59230,0.09259837
59231,0.09578689
59232,0.5744625
59233,0.28004253
59234,0.8578274
59235,0.13944505
59236,0.58614016
59237,0.65507233
59238,0.038642727
59239,0.772918
59240,0.039083086
59241,0.59889406
59242,0.2624952
59243,0.9929411
59244,0.25875738
59245,0.98820376
59246,0.11325516
59247,0.29024675
59248,0.038058136
59249,0.57915574
59250,0.63257
59251,0.6283876
59252,0.07862882
59253,0.38667917
59254,0.2498446
59255,0.04049565
59256,0.035205152
59257,0.98815227
59258,0.4118749
59259,0.9953352
59260,0.096823744
59261,0.051932845
59262,0.6863674
59263,0.036870033
59264,0.5332483
59265,0.9780769
59266,0.98550856
59267,0.9690224
59268,0.6322508
59269,0.040149383
59270,0.99534005
59271,0.11984146
59272,0.98880845
59273,0.38066506
59274,0.9925707
59275,0.24177706
59276,0.24843234
59277,0.04853623
59278,0.4212747
59279,0.17453006
59280,0.22754051
